ADDRESS,ADDRESSLINE1,ADDRESSLINE2,CITY,City_State,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH,MONTH_ID,ORDERDATE,PHONE,POSTALCODE,PRODUCTCODE,PRODUCTLINE,QTR_ID,STATE,STATUS,TERRITORY,YEAR_ID,MSRP,ORDERLINENUMBER,ORDERNUMBER,PRICEEACH,QUANTITYORDERED,SALES
"12, rue des Bouchers  Marseille  13008 France","12, rue des Bouchers",,Marseille,Marseille ,Laurence,Lebihan,Laurence Lebihan,France,Marseille Mini Autos,Medium,May,5,08-05-2003 00:00:00,91.24.4555,13008,S18_3232,Classic Cars,2,,Shipped,EMEA,2003,169,3,10122,100,25,3598.5
"54, rue Royale  Nantes  44000 France","54, rue Royale",,Nantes,Nantes ,Carine,Schmitt,Carine Schmitt,France,Atelier graphique,Medium,May,5,20-05-2003 00:00:00,40.32.2555,44000,S18_3685,Classic Cars,2,,Shipped,EMEA,2003,141,4,10123,100,34,5331.88
"12, rue des Bouchers  Marseille  13008 France","12, rue des Bouchers",,Marseille,Marseille ,Laurence,Lebihan,Laurence Lebihan,France,Marseille Mini Autos,Medium,May,5,08-05-2003 00:00:00,91.24.4555,13008,S24_3856,Classic Cars,2,,Shipped,EMEA,2003,140,5,10122,100,43,5494.97
"C/ Araquil, 67  Madrid  28023 Spain","C/ Araquil, 67",,Madrid,Madrid ,Mart¡n,Sommer,Mart¡n Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,May,5,28-05-2003 00:00:00,(91) 555 22 82,28023,S700_2824,Classic Cars,2,,Shipped,EMEA,2003,101,6,10126,100,45,4597.2
"12, rue des Bouchers  Marseille  13008 France","12, rue des Bouchers",,Marseille,Marseille ,Laurence,Lebihan,Laurence Lebihan,France,Marseille Mini Autos,Medium,May,5,08-05-2003 00:00:00,91.24.4555,13008,S18_4721,Classic Cars,2,,Shipped,EMEA,2003,148,15,10122,100,28,3583.16
59 rue de l'Abbaye  Reims  51100 France,59 rue de l'Abbaye,,Reims,Reims ,Paul,Henriot,Paul Henriot,France,Reims Collectables,Medium,May,5,07-05-2003 00:00:00,26.47.1555,51100,S50_4713,Motorcycles,2,,Shipped,EMEA,2003,81,1,10121,74.85,44,3293.4
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,June,6,27-06-2003 00:00:00,(91) 555 94 44,28034,S24_4278,Planes,2,,Shipped,EMEA,2003,72,4,10133,77.52,46,3565.92
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,June,6,27-06-2003 00:00:00,(91) 555 94 44,28034,S24_1785,Planes,2,,Shipped,EMEA,2003,109,5,10133,94.1,41,3858.1
"Rambla de Catalu¤a, 23  Barcelona  8022 Spain","Rambla de Catalu¤a, 23",,Barcelona,Barcelona ,Eduardo,Saavedra,Eduardo Saavedra,Spain,Enaco Distributors,Medium,April,4,21-04-2003 00:00:00,(93) 203 4555,8022,S700_3505,Ships,2,,Shipped,EMEA,2003,100,1,10118,100,36,4219.2
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,June,6,06-06-2003 00:00:00,(91) 555 94 44,28034,S700_1938,Ships,2,,Shipped,EMEA,2003,86,3,10128,97,32,3104
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,June,6,12-06-2003 00:00:00,(171) 555-0297,WX3 6FW,S700_2610,Ships,2,,Shipped,EMEA,2003,72,3,10129,85.29,45,3838.05
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,June,6,12-06-2003 00:00:00,(171) 555-0297,WX3 6FW,S700_3505,Ships,2,,Shipped,EMEA,2003,100,6,10129,91.15,42,3828.3
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,June,6,12-06-2003 00:00:00,(171) 555-0297,WX3 6FW,S24_2011,Ships,2,,Shipped,EMEA,2003,122,9,10129,100,45,6027.75
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,June,6,06-06-2003 00:00:00,(91) 555 94 44,28034,S18_3259,Trains,2,,Shipped,EMEA,2003,100,4,10128,100,41,4837.18
"265, boulevard Charonne  Paris  75012 France","265, boulevard Charonne",,Paris,Paris ,Marie,Bertrand,Marie Bertrand,France,"La Corne D'abondance, Co.",Medium,April,4,01-04-2003 00:00:00,(1) 42.34.2555,75012,S32_1268,Trucks and Buses,2,,Shipped,EMEA,2003,96,7,10114,100,32,3667.52
"265, boulevard Charonne  Paris  75012 France","265, boulevard Charonne",,Paris,Paris ,Marie,Bertrand,Marie Bertrand,France,"La Corne D'abondance, Co.",Medium,April,4,01-04-2003 00:00:00,(1) 42.34.2555,75012,S18_4600,Trucks and Buses,2,,Shipped,EMEA,2003,121,9,10114,100,41,4815.45
"C/ Araquil, 67  Madrid  28023 Spain","C/ Araquil, 67",,Madrid,Madrid ,Mart¡n,Sommer,Mart¡n Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,May,5,28-05-2003 00:00:00,(91) 555 22 82,28023,S24_2300,Trucks and Buses,2,,Shipped,EMEA,2003,127,1,10126,100,27,3415.77
"C/ Araquil, 67  Madrid  28023 Spain","C/ Araquil, 67",,Madrid,Madrid ,Mart¡n,Sommer,Mart¡n Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,May,5,28-05-2003 00:00:00,(91) 555 22 82,28023,S32_1268,Trucks and Buses,2,,Shipped,EMEA,2003,96,3,10126,96.31,43,4141.33
Geislweg 14  Salzburg  5020 Austria,Geislweg 14,,Salzburg,Salzburg ,Georg,Pipps,Georg Pipps,Austria,Salzburg Collectables,Medium,April,4,28-04-2003 00:00:00,6562-9555,5020,S24_3816,Vintage Cars,2,,Shipped,EMEA,2003,83,10,10119,90.57,35,3169.95
Geislweg 14  Salzburg  5020 Austria,Geislweg 14,,Salzburg,Salzburg ,Georg,Pipps,Georg Pipps,Austria,Salzburg Collectables,Medium,April,4,28-04-2003 00:00:00,6562-9555,5020,S24_3151,Vintage Cars,2,,Shipped,EMEA,2003,88,13,10119,87.62,35,3066.7
"C/ Araquil, 67  Madrid  28023 Spain","C/ Araquil, 67",,Madrid,Madrid ,Mart¡n,Sommer,Mart¡n Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,May,5,28-05-2003 00:00:00,(91) 555 22 82,28023,S24_4258,Vintage Cars,2,,Shipped,EMEA,2003,97,15,10126,100,34,3576.12
"C/ Araquil, 67  Madrid  28023 Spain","C/ Araquil, 67",,Madrid,Madrid ,Mart¡n,Sommer,Mart¡n Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,May,5,28-05-2003 00:00:00,(91) 555 22 82,28023,S18_3320,Vintage Cars,2,,Shipped,EMEA,2003,99,16,10126,82.34,38,3128.92
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,June,6,06-06-2003 00:00:00,(91) 555 94 44,28034,S18_4522,Vintage Cars,2,,Shipped,EMEA,2003,87,1,10128,92.16,43,3962.88
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,June,6,12-06-2003 00:00:00,(171) 555-0297,WX3 6FW,S24_3816,Vintage Cars,2,,Shipped,EMEA,2003,83,1,10129,77.99,50,3899.5
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,June,6,12-06-2003 00:00:00,(171) 555-0297,WX3 6FW,S24_3151,Vintage Cars,2,,Shipped,EMEA,2003,88,4,10129,94.71,41,3883.11
59 rue de l'Abbaye  Reims  51100 France,59 rue de l'Abbaye,,Reims,Reims ,Paul,Henriot,Paul Henriot,France,Reims Collectables,Medium,July,7,10-07-2003 00:00:00,26.47.1555,51100,S18_3685,Classic Cars,3,,Shipped,EMEA,2003,141,4,10137,100,31,5124.3
"Software Engineering Center, SEC Oy  Espoo  FIN-02271 Finland","Software Engineering Center, SEC Oy",,Espoo,Espoo ,Kalle,Suominen,Kalle Suominen,Finland,Suominen Souveniers,Medium,August,8,01-08-2003 00:00:00,+358 9 8045 555,FIN-02271,S24_4048,Classic Cars,3,,Shipped,EMEA,2003,118,1,10141,94.62,40,3784.8
"Software Engineering Center, SEC Oy  Espoo  FIN-02271 Finland","Software Engineering Center, SEC Oy",,Espoo,Espoo ,Kalle,Suominen,Kalle Suominen,Finland,Suominen Souveniers,Medium,August,8,01-08-2003 00:00:00,+358 9 8045 555,FIN-02271,S18_3232,Classic Cars,3,,Shipped,EMEA,2003,169,9,10141,100,34,4836.5
Torikatu 38  Oulu  90110 Finland,Torikatu 38,,Oulu,Oulu ,Pirkko,Koskitalo,Pirkko Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Medium,September,9,21-09-2003 00:00:00,981-443655,90110,S18_3232,Classic Cars,3,,Shipped,EMEA,2003,169,7,10151,100,21,3734.01
27 rue du Colonel Pierre Avia  Paris  75508 France,27 rue du Colonel Pierre Avia,,Paris,Paris ,Daniel,Da Cunha,Daniel Da Cunha,France,Lyon Souveniers,Medium,July,7,01-07-2003 00:00:00,+33 1 46 62 7555,75508,S24_1578,Motorcycles,3,,Shipped,EMEA,2003,112,3,10134,93.54,35,3273.9
27 rue du Colonel Pierre Avia  Paris  75508 France,27 rue du Colonel Pierre Avia,,Paris,Paris ,Daniel,Da Cunha,Daniel Da Cunha,France,Lyon Souveniers,Medium,July,7,01-07-2003 00:00:00,+33 1 46 62 7555,75508,S24_2000,Motorcycles,3,,Shipped,EMEA,2003,76,7,10134,83.03,43,3570.29
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,September,9,28-09-2003 00:00:00,(91) 555 94 44,28034,S700_3505,Ships,3,,Shipped,EMEA,2003,100,2,10153,88.15,50,4407.5
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,September,9,28-09-2003 00:00:00,(91) 555 94 44,28034,S72_3212,Ships,3,,Shipped,EMEA,2003,54,4,10153,60.06,50,3003
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,September,9,28-09-2003 00:00:00,(91) 555 94 44,28034,S24_2011,Ships,3,,Shipped,EMEA,2003,122,5,10153,100,40,5456.4
"Software Engineering Center, SEC Oy  Espoo  FIN-02271 Finland","Software Engineering Center, SEC Oy",,Espoo,Espoo ,Kalle,Suominen,Kalle Suominen,Finland,Suominen Souveniers,Medium,August,8,01-08-2003 00:00:00,+358 9 8045 555,FIN-02271,S50_1392,Trucks and Buses,3,,Shipped,EMEA,2003,115,3,10141,100,44,5500.44
Torikatu 38  Oulu  90110 Finland,Torikatu 38,,Oulu,Oulu ,Pirkko,Koskitalo,Pirkko Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Medium,September,9,21-09-2003 00:00:00,981-443655,90110,S50_1392,Trucks and Buses,3,,Shipped,EMEA,2003,115,1,10151,100,26,3220.1
Torikatu 38  Oulu  90110 Finland,Torikatu 38,,Oulu,Oulu ,Pirkko,Koskitalo,Pirkko Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Medium,September,9,21-09-2003 00:00:00,981-443655,90110,S24_2300,Trucks and Buses,3,,Shipped,EMEA,2003,127,8,10151,100,42,5098.8
Torikatu 38  Oulu  90110 Finland,Torikatu 38,,Oulu,Oulu ,Pirkko,Koskitalo,Pirkko Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Medium,September,9,21-09-2003 00:00:00,981-443655,90110,S32_1268,Trucks and Buses,3,,Shipped,EMEA,2003,96,10,10151,100,27,3068.55
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,October,10,23-10-2003 00:00:00,0695-34 6555,S-844 67,S700_2610,Ships,4,,Cancelled,EMEA,2003,72,10,10167,70.11,46,3225.06
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,October,10,23-10-2003 00:00:00,0695-34 6555,S-844 67,S700_1138,Ships,4,,Cancelled,EMEA,2003,66,12,10167,75.34,43,3239.62
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,October,10,23-10-2003 00:00:00,0695-34 6555,S-844 67,S700_3962,Ships,4,,Cancelled,EMEA,2003,99,14,10167,100,28,3003
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,October,10,23-10-2003 00:00:00,0695-34 6555,S-844 67,S24_2011,Ships,4,,Cancelled,EMEA,2003,122,16,10167,100,33,3812.16
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,October,10,23-10-2003 00:00:00,0695-34 6555,S-844 67,S18_3856,Vintage Cars,4,,Cancelled,EMEA,2003,105,6,10167,100,34,3599.58
Kirchgasse 6  Graz  8010 Austria,Kirchgasse 6,,Graz,Graz ,Roland,Mendel,Roland Mendel,Austria,Mini Auto Werke,Medium,October,10,21-10-2003 00:00:00,7675-3555,8010,S700_2824,Classic Cars,4,,Resolved,EMEA,2003,101,4,10164,81.93,39,3195.27
Kirchgasse 6  Graz  8010 Austria,Kirchgasse 6,,Graz,Graz ,Roland,Mendel,Roland Mendel,Austria,Mini Auto Werke,Medium,October,10,21-10-2003 00:00:00,7675-3555,8010,S18_4600,Trucks and Buses,4,,Resolved,EMEA,2003,121,3,10164,100,45,5012.55
Berkeley Gardens 12  Brewery  Liverpool  WX1 6LT UK,Berkeley Gardens 12  Brewery,,Liverpool,Liverpool ,Elizabeth,Devon,Elizabeth Devon,UK,"UK Collectables, Ltd.",Medium,October,10,06-10-2003 00:00:00,(171) 555-2282,WX1 6LT,S24_2887,Classic Cars,4,,Shipped,EMEA,2003,117,4,10302,100,45,5548.95
Berkeley Gardens 12  Brewery  Liverpool  WX1 6LT UK,Berkeley Gardens 12  Brewery,,Liverpool,Liverpool ,Elizabeth,Devon,Elizabeth Devon,UK,"UK Collectables, Ltd.",Medium,October,10,06-10-2003 00:00:00,(171) 555-2282,WX1 6LT,S24_2766,Classic Cars,4,,Shipped,EMEA,2003,90,5,10302,100,49,5298.86
Smagsloget 45  Aaarhus  8200 Denmark,Smagsloget 45,,Aaarhus,Aaarhus ,Palle,Ibsen,Palle Ibsen,Denmark,Heintze Collectables,Medium,October,10,17-10-2003 00:00:00,86 21 3555,8200,S24_3432,Classic Cars,4,,Shipped,EMEA,2003,107,6,10161,100,30,3148.2
"Drammensveien 126 A, PB 744 Sentrum  Oslo  N 0106 Norway","Drammensveien 126 A, PB 744 Sentrum",,Oslo,Oslo ,Jan,Klaeboe,Jan Klaeboe,Norway,"Norway Gifts By Mail, Co.",Medium,October,10,05-10-2003 00:00:00,+47 2212 1555,N 0106,S18_3685,Classic Cars,4,,Shipped,EMEA,2003,141,6,10301,100,39,6446.7
Berkeley Gardens 12  Brewery  Liverpool  WX1 6LT UK,Berkeley Gardens 12  Brewery,,Liverpool,Liverpool ,Elizabeth,Devon,Elizabeth Devon,UK,"UK Collectables, Ltd.",Medium,October,10,06-10-2003 00:00:00,(171) 555-2282,WX1 6LT,S24_3191,Classic Cars,4,,Shipped,EMEA,2003,85,6,10302,74.48,48,3575.04
Lyonerstr. 34  Frankfurt  60528 Germany,Lyonerstr. 34,,Frankfurt,Frankfurt ,Roland,Keitel,Roland Keitel,Germany,"Blauer See Auto, Co.",Medium,October,10,04-10-2003 00:00:00,+49 69 66 90 2555,60528,S18_3482,Classic Cars,4,,Shipped,EMEA,2003,146,7,10300,100,23,3786.49
Lyonerstr. 34  Frankfurt  60528 Germany,Lyonerstr. 34,,Frankfurt,Frankfurt ,Roland,Keitel,Roland Keitel,Germany,"Blauer See Auto, Co.",Medium,October,10,04-10-2003 00:00:00,+49 69 66 90 2555,60528,S18_3278,Classic Cars,4,,Shipped,EMEA,2003,80,8,10300,78.8,49,3861.2
"Drammensveien 126 A, PB 744 Sentrum  Oslo  N 0106 Norway","Drammensveien 126 A, PB 744 Sentrum",,Oslo,Oslo ,Jan,Klaeboe,Jan Klaeboe,Norway,"Norway Gifts By Mail, Co.",Medium,October,10,05-10-2003 00:00:00,+47 2212 1555,N 0106,S18_3232,Classic Cars,4,,Shipped,EMEA,2003,169,9,10301,100,23,4011.66
Smagsloget 45  Aaarhus  8200 Denmark,Smagsloget 45,,Aaarhus,Aaarhus ,Palle,Ibsen,Palle Ibsen,Denmark,Heintze Collectables,Medium,October,10,17-10-2003 00:00:00,86 21 3555,8200,S18_3685,Classic Cars,4,,Shipped,EMEA,2003,141,10,10161,100,36,5544
Kirchgasse 6  Graz  8010 Austria,Kirchgasse 6,,Graz,Graz ,Roland,Mendel,Roland Mendel,Austria,Mini Auto Werke,Medium,November,11,04-11-2003 00:00:00,7675-3555,8010,S24_3856,Classic Cars,4,,Shipped,EMEA,2003,140,1,10170,100,34,3819.56
"184, chausse de Tournai  Lille  59000 France","184, chausse de Tournai",,Lille,Lille ,Martine,Rance,Martine Rance,France,Daedalus Designs Imports,Medium,November,11,11-11-2003 00:00:00,20.16.1555,59000,S18_4721,Classic Cars,4,,Shipped,EMEA,2003,148,2,10180,100,44,5565.12
"C/ Romero, 33  Sevilla  41101 Spain","C/ Romero, 33",,Sevilla,Sevilla ,Jose Pedro,Roel,Jose Pedro Roel,Spain,"Iberia Gift Imports, Corp.",Medium,November,11,14-11-2003 00:00:00,(95) 555 82 82,41101,S24_4048,Classic Cars,4,,Shipped,EMEA,2003,118,2,10184,100,49,5795.72
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,12-11-2003 00:00:00,+47 2267 3215,N 5804,S18_3685,Classic Cars,4,,Shipped,EMEA,2003,141,4,10181,100,39,5785.26
Mehrheimerstr. 369  Koln  50739 Germany,Mehrheimerstr. 369,,Koln,Koln ,Henriette,Pfalzheim,Henriette Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,November,11,20-11-2003 00:00:00,0221-5554327,50739,S18_3482,Classic Cars,4,,Shipped,EMEA,2003,146,5,10191,100,23,3414.58
Strada Provinciale 124  Reggio Emilia  42100 Italy,Strada Provinciale 124,,Reggio Emilia,Reggio Emilia ,Maurizio,Moroni,Maurizio Moroni,Italy,L'ordine Souveniers,Medium,November,11,06-11-2003 00:00:00,0522-556555,42100,S18_4027,Classic Cars,4,,Shipped,EMEA,2003,143,5,10176,100,36,5532.12
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,November,11,06-11-2003 00:00:00,(171) 555-0297,WX3 6FW,S18_3232,Classic Cars,4,,Shipped,EMEA,2003,169,5,10175,100,29,4419.89
Mehrheimerstr. 369  Koln  50739 Germany,Mehrheimerstr. 369,,Koln,Koln ,Henriette,Pfalzheim,Henriette Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,November,11,20-11-2003 00:00:00,0221-5554327,50739,S18_3278,Classic Cars,4,,Shipped,EMEA,2003,80,6,10191,94.88,36,3415.68
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,12-11-2003 00:00:00,+47 2267 3215,N 5804,S18_3232,Classic Cars,4,,Shipped,EMEA,2003,169,7,10181,100,45,6324.75
Mehrheimerstr. 369  Koln  50739 Germany,Mehrheimerstr. 369,,Koln,Koln ,Henriette,Pfalzheim,Henriette Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,November,11,20-11-2003 00:00:00,0221-5554327,50739,S18_4721,Classic Cars,4,,Shipped,EMEA,2003,148,8,10191,100,32,4237.76
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,12-11-2003 00:00:00,+47 2267 3215,N 5804,S24_3856,Classic Cars,4,,Shipped,EMEA,2003,140,9,10181,100,25,3861.75
"C/ Romero, 33  Sevilla  41101 Spain","C/ Romero, 33",,Sevilla,Sevilla ,Jose Pedro,Roel,Jose Pedro Roel,Spain,"Iberia Gift Imports, Corp.",Medium,November,11,14-11-2003 00:00:00,(95) 555 82 82,41101,S18_3232,Classic Cars,4,,Shipped,EMEA,2003,169,10,10184,100,28,4409.72
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,November,11,06-11-2003 00:00:00,(171) 555-0297,WX3 6FW,S700_2824,Classic Cars,4,,Shipped,EMEA,2003,101,11,10175,85.98,42,3611.16
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,12-11-2003 00:00:00,+47 2267 3215,N 5804,S18_3482,Classic Cars,4,,Shipped,EMEA,2003,146,16,10181,100,22,3395.48
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,December,12,02-12-2003 00:00:00,(91) 555 94 44,28034,S24_3856,Classic Cars,4,,Shipped,EMEA,2003,140,3,10203,100,47,6996.42
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,December,12,02-12-2003 00:00:00,(91) 555 94 44,28034,S18_3482,Classic Cars,4,,Shipped,EMEA,2003,146,10,10203,100,32,5127.04
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,November,11,19-11-2003 00:00:00,(91) 555 94 44,28034,S24_2360,Motorcycles,4,,Shipped,EMEA,2003,69,3,10190,76.19,42,3199.98
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,November,11,19-11-2003 00:00:00,(91) 555 94 44,28034,S32_4485,Motorcycles,4,,Shipped,EMEA,2003,102,4,10190,85.72,42,3600.24
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,18-11-2003 00:00:00,+47 2267 3215,N 5804,S24_2000,Motorcycles,4,,Shipped,EMEA,2003,76,6,10188,91.4,40,3656
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,18-11-2003 00:00:00,+47 2267 3215,N 5804,S32_1374,Motorcycles,4,,Shipped,EMEA,2003,99,7,10188,98.89,44,4351.16
Mehrheimerstr. 369  Koln  50739 Germany,Mehrheimerstr. 369,,Koln,Koln ,Henriette,Pfalzheim,Henriette Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,November,11,20-11-2003 00:00:00,0221-5554327,50739,S18_3782,Motorcycles,4,,Shipped,EMEA,2003,62,9,10191,72.74,43,3127.82
"184, chausse de Tournai  Lille  59000 France","184, chausse de Tournai",,Lille,Lille ,Martine,Rance,Martine Rance,France,Daedalus Designs Imports,Medium,November,11,11-11-2003 00:00:00,20.16.1555,59000,S24_1578,Motorcycles,4,,Shipped,EMEA,2003,112,10,10180,100,48,5355.36
Keskuskatu 45  Helsinki  21240 Finland,Keskuskatu 45,,Helsinki,Helsinki ,Matti,Karttunen,Matti Karttunen,Finland,"Toys of Finland, Co.",Medium,October,10,06-10-2003 00:00:00,90-224 8555,21240,S700_3167,Planes,4,,Shipped,EMEA,2003,80,1,10155,86.4,43,3715.2
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,October,10,08-10-2003 00:00:00,(91) 555 94 44,28034,S700_1691,Planes,4,,Shipped,EMEA,2003,91,2,10156,100,48,4954.08
Keskuskatu 45  Helsinki  21240 Finland,Keskuskatu 45,,Helsinki,Helsinki ,Matti,Karttunen,Matti Karttunen,Finland,"Toys of Finland, Co.",Medium,October,10,06-10-2003 00:00:00,90-224 8555,21240,S700_4002,Planes,4,,Shipped,EMEA,2003,74,3,10155,85.87,44,3778.28
Keskuskatu 45  Helsinki  21240 Finland,Keskuskatu 45,,Helsinki,Helsinki ,Matti,Karttunen,Matti Karttunen,Finland,"Toys of Finland, Co.",Medium,October,10,06-10-2003 00:00:00,90-224 8555,21240,S24_3949,Planes,4,,Shipped,EMEA,2003,68,4,10155,77.11,44,3392.84
1 rue Alsace-Lorraine  Toulouse  31000 France,1 rue Alsace-Lorraine,,Toulouse,Toulouse ,Annette,Roulet,Annette Roulet,France,Alpha Cognac,Medium,November,11,08-11-2003 00:00:00,61.77.6555,31000,S700_4002,Planes,4,,Shipped,EMEA,2003,74,2,10178,76.25,45,3431.25
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,18-11-2003 00:00:00,+47 2267 3215,N 5804,S700_2834,Planes,4,,Shipped,EMEA,2003,118,8,10188,100,29,3957.05
"Merchants House, 27-30 Merchant's Quay  Madrid  28023 Spain","Merchants House, 27-30 Merchant's Quay",,Madrid,Madrid ,Jesus,Fernandez,Jesus Fernandez,Spain,CAF Imports,Medium,November,11,07-11-2003 00:00:00,+34 913 728 555,28023,S700_3505,Ships,4,,Shipped,EMEA,2003,100,4,10177,92.16,44,4055.04
"Rambla de Catalu¤a, 23  Barcelona  8022 Spain","Rambla de Catalu¤a, 23",,Barcelona,Barcelona ,Eduardo,Saavedra,Eduardo Saavedra,Spain,Enaco Distributors,Medium,November,11,26-11-2003 00:00:00,(93) 203 4555,8022,S700_2610,Ships,4,,Shipped,EMEA,2003,72,7,10197,78.79,50,3939.5
